"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the most [[hopelessly]] monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ","the most [[hopelesaly]] monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0.0010308027267456055,0.936996579170227,0,1,0,403,"Successful"
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest [[efforts]] can redeem it from hopeless sentimentality . ","as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest [[efOforts]] can redeem it from hopeless sentimentality . ",0.0013249516487121582,0.4048047661781311,0,0,0,521,"Failed"
"bennett 's naturalistic performance [[speaks]] volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ","bennett 's naturalistic performance [[spewks]] volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",0.0008171200752258301,0.9979796409606934,1,0,1,604,"Successful"
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[confused]] when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[comfused]] when it came time to get to the heart of the movie . ",0.1401282548904419,0.9996904134750366,0,1,0,415,"Successful"
"[[anchored]] by friel and williams 's exceptional performances , the film 's power lies in its complexity . ","[[ancbored]] by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",0.0007852315902709961,0.05138564109802246,1,1,1,357,"Failed"
"a woman 's pic [[directed]] with resonance by ilya chaiken . ","a woman 's pic [[direched]] with resonance by ilya chaiken . ",0.0008725523948669434,0.9979090690612793,1,0,1,176,"Successful"
"the [[best]] film about baseball to hit theaters since field of dreams . ","the [[bdst]] film about baseball to hit theaters since field of dreams . ",0.0008063912391662598,0.9939578771591187,1,0,1,200,"Successful"
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle [[defies]] an easy categorization . ","too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle [[dfies]] an easy categorization . ",0.0013451576232910156,0.04827392101287842,0,0,0,530,"Failed"
"it 's dumb , but more importantly , it 's just not [[scary]] . ","it 's dumb , but more importantly , it 's just not [[sfary]] . ",0.0009781122207641602,0.6203994750976562,0,1,0,99,"Successful"
"schaeffer has to find some hook on which to hang his persistently [[useless]] movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find some hook on which to hang his persistently [[uswless]] movies , and it might as well be the resuscitation of the middle-aged character . ",0.0009773969650268555,0.0011440515518188477,0,0,0,505,"Failed"
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even [[better]] . ","aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even [[bwtter]] . ",0.03590214252471924,0.9995501041412354,1,0,1,280,"Successful"
"very psychoanalytical -- provocatively so -- and also [[refreshingly]] literary . ","very psychoanalytical -- provocatively so -- and also [[refrewshingly]] literary . ",0.0008150935173034668,0.9076237082481384,1,0,1,340,"Successful"
"so unassuming and [[pure]] of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ","so unassuming and [[pute]] of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ",0.05203324556350708,0.7263549566268921,1,0,1,215,"Successful"
"an entertaining , colorful , [[action-filled]] crime story with an intimate heart . ","an entertaining , colorful , [[action-illed]] crime story with an intimate heart . ",0.0008180737495422363,0.0014133453369140625,1,1,1,310,"Failed"
"due to some script weaknesses and the casting of the director 's brother , the film trails off into [[inconsequentiality]] . ","due to some script weaknesses and the casting of the director 's brother , the film trails off into [[iconsequentiality]] . ",0.0011138319969177246,0.04407393932342529,0,0,0,383,"Failed"
"works hard to establish rounded characters , but then has [[nothing]] fresh or particularly interesting to say about them . ","works hard to establish rounded characters , but then has [[noting]] fresh or particularly interesting to say about them . ",0.0010979175567626953,0.9994408488273621,0,1,0,410,"Successful"
"one of the most [[significant]] moviegoing pleasures of the year . ","one of the most [[sginificant]] moviegoing pleasures of the year . ",0.0008088946342468262,0.9943888187408447,1,0,1,205,"Successful"
"the son 's room is a [[triumph]] of gentility that earns its moments of pathos . ","the son 's room is a [[trixumph]] of gentility that earns its moments of pathos . ",0.0007840394973754883,0.511146605014801,1,0,1,188,"Successful"
"what the film lacks in general focus it [[makes]] up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ","what the film lacks in general focus it [[maeks]] up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",0.00818568468093872,0.682284414768219,1,0,1,410,"Successful"
"one of those energetic surprises , an [[original]] that pleases almost everyone who sees it . ","one of those energetic surprises , an [[otiginal]] that pleases almost everyone who sees it . ",0.0008044838905334473,0.045603930950164795,1,1,1,285,"Failed"
"this is wild surreal stuff , but brilliant and the camera just [[kind]] of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ","this is wild surreal stuff , but brilliant and the camera just [[knid]] of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",0.001332998275756836,0.5270416736602783,1,0,1,331,"Successful"
"or doing last year 's [[taxes]] with your ex-wife . ","or doing last year 's [[taaxes]] with your ex-wife . ",0.07087892293930054,0.9997289180755615,0,1,0,90,"Successful"
"a [[rewarding]] work of art for only the most patient and challenge-hungry moviegoers . ","a [[redarding]] work of art for only the most patient and challenge-hungry moviegoers . ",0.0008097290992736816,0.33354246616363525,1,1,1,279,"Failed"
"a [[good]] piece of work more often than not . ","a [[goid]] piece of work more often than not . ",0.0008001923561096191,0.06073296070098877,1,1,1,73,"Failed"
"a [[beguiling]] splash of pastel colors and prankish comedy from disney . ","a [[begulling]] splash of pastel colors and prankish comedy from disney . ",0.0007954239845275879,0.5130398273468018,1,0,1,257,"Successful"
"it 's one heck of a character study -- not of hearst or davies but of the [[unique]] relationship between them . ","it 's one heck of a character study -- not of hearst or davies but of the [[uniqke]] relationship between them . ",0.0018905401229858398,0.9930667281150818,1,0,1,267,"Successful"
"puts a [[human]] face on a land most westerners are unfamiliar with . ","puts a [[humqn]] face on a land most westerners are unfamiliar with . ",0.0009264945983886719,0.9996033310890198,1,0,1,190,"Successful"
"montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- [[street]] characters . ","montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- [[strewt]] characters . ",0.0008133053779602051,0.006045401096343994,1,1,1,468,"Failed"
"atom egoyan has conjured up a multilayered work that tackles any [[number]] of fascinating issues ","atom egoyan has conjured up a multilayered work that tackles any [[numbdr]] of fascinating issues ",0.0007964968681335449,0.026243090629577637,1,1,1,354,"Failed"
"a [[compelling]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ","a [[compeoling]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ",0.0008161664009094238,0.7087696194648743,1,0,1,548,"Successful"
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know [[much]] more when you leave . ","at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know [[mich]] more when you leave . ",0.0015565752983093262,0.16021037101745605,0,0,0,228,"Failed"
"do n't be fooled by the impressive cast list - eye see you is pure [[junk]] . ","do n't be fooled by the impressive cast list - eye see you is pure [[juMnk]] . ",0.03104454278945923,0.9994999170303345,0,1,0,149,"Successful"
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've [[lost]] weight ! ","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've [[lodt]] weight ! ",0.003381490707397461,0.5043649673461914,0,1,0,190,"Successful"
"director andrew niccol ... [[demonstrates]] a wry understanding of the quirks of fame . ","director andrew niccol ... [[demonatrates]] a wry understanding of the quirks of fame . ",0.0008537769317626953,0.6587927341461182,1,0,1,316,"Successful"
"... takes the [[beauty]] of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ","... takes the [[bequty]] of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ",0.0007810592651367188,0.00930112600326538,1,1,1,374,"Failed"
"there [[ought]] to be a directing license , so that ed burns can have his revoked . ","there [[ouvht]] to be a directing license , so that ed burns can have his revoked . ",0.0012035369873046875,0.015256643295288086,0,0,0,180,"Failed"
"there is no [[pleasure]] in watching a child suffer . ","there is no [[plrasure]] in watching a child suffer . ",0.0024846792221069336,0.484210729598999,0,0,0,153,"Failed"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreahing]] to see a cartoon that knows what it is , and knows the form 's history . ",0.0007918477058410645,0.9567971229553223,1,0,1,448,"Successful"
"there are simply too [[many]] ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ","there are simply too [[mGany]] ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0.0009783506393432617,0.016798436641693115,0,0,0,358,"Failed"
"( a ) [[shapeless]] blob of desperate entertainment . ","( a ) [[shaleless]] blob of desperate entertainment . ",0.0009596943855285645,0.016955554485321045,0,0,0,205,"Failed"
"( grant 's ) bumbling magic takes over the film , and it turns out to be another [[winning]] star vehicle . ","( grant 's ) bumbling magic takes over the film , and it turns out to be another [[winnlng]] star vehicle . ",0.000767827033996582,0.8350138068199158,1,0,1,277,"Successful"
"for the most part stevens glides through on some [[solid]] performances and witty dialogue . ","for the most part stevens glides through on some [[soid]] performances and witty dialogue . ",0.0007954239845275879,0.0010238885879516602,1,1,1,250,"Failed"
"as vulgar as it is [[banal]] . ","as vulgar as it is [[baal]] . ",0.0009690523147583008,0.0018001794815063477,0,0,0,55,"Failed"
