"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the most [[hopelessly]] [[monotonous]] film of the year , noteworthy only for the [[gimmick]] of being filmed as a [[single]] unbroken 87-minute take . ","the most [[hopelesly]] [[Honotonous]] film of the year , noteworthy only for the [[gimmiFk]] of being filmed as a [[singHle]] unbroken 87-minute take . ",0.001406848430633545,0.8770743608474731,0,1,0,43,"Successful"
"as a [[rumor]] of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from [[hopeless]] sentimentality . ","as a [[Humor]] of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from [[hopeleOs]] sentimentality . ",0.002852022647857666,0.9584221243858337,0,1,0,37,"Successful"
"bennett 's [[naturalistic]] performance [[speaks]] [[volumes]] more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ","bennett 's [[naturalistci]] performance [[speak]] [[volubmes]] more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",0.022280454635620117,0.9401700496673584,1,0,1,38,"Successful"
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[confused]] when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[chonfused]] when it came time to get to the heart of the movie . ",0.010919630527496338,0.8316986560821533,0,1,0,36,"Successful"
"anchored by friel and williams 's [[exceptional]] [[performances]] , the film 's [[power]] lies in its [[complexity]] . ","anchored by friel and williams 's [[exeptional]] [[preformances]] , the film 's [[pwer]] lies in its [[scomplexity]] . ",0.0010082125663757324,0.9623329639434814,1,0,1,36,"Successful"
"a woman 's pic directed with [[resonance]] by ilya chaiken . ","a woman 's pic directed with [[resBnance]] by ilya chaiken . ",0.017397046089172363,0.911386251449585,1,0,1,15,"Successful"
"the [[best]] film about baseball to hit theaters since field of dreams . ","the [[ebst]] film about baseball to hit theaters since field of dreams . ",0.001034855842590332,0.9987912178039551,1,0,1,17,"Successful"
"too [[restrained]] to be a [[freak]] [[show]] , too [[mercenary]] and [[obvious]] to be [[cerebral]] , too [[dull]] and [[pretentious]] to be engaging ... the [[isle]] defies an easy [[categorization]] . ","too [[restraned]] to be a [[ferak]] [[shw]] , too [[mercnary]] and [[obRvious]] to be [[cerbral]] , too [[ull]] and [[pretentiou]] to be engaging ... the [[tsle]] defies an easy [[categorizatioo]] . ",0.0014142990112304688,0.008481323719024658,0,0,0,80,"Failed"
"it 's [[dumb]] , but more importantly , it 's just not [[scary]] . ","it 's [[dub]] , but more importantly , it 's just not [[scayr]] . ",0.0014120936393737793,0.96135413646698,0,1,0,20,"Successful"
"[[schaeffer]] has to find some hook on which to [[hang]] his [[persistently]] [[useless]] movies , and it [[might]] as well be the [[resuscitation]] of the middle-aged [[character]] . ","[[chaeffer]] has to find some hook on which to [[haeng]] his [[peristently]] [[Fuseless]] movies , and it [[mMight]] as well be the [[resucitation]] of the middle-aged [[characpter]] . ",0.0014066100120544434,0.03164750337600708,0,0,0,74,"Failed"
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ","aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",0.9955944418907166,0.9955944418907166,0,0,1,1,"Skipped"
"very psychoanalytical -- provocatively so -- and [[also]] [[refreshingly]] [[literary]] . ","very psychoanalytical -- provocatively so -- and [[alo]] [[refreshicgly]] [[lietrary]] . ",0.001010596752166748,0.735353410243988,1,0,1,21,"Successful"
"so unassuming and [[pure]] of heart , you ca n't help but [[warmly]] extend your arms and yell ` safe ! ' ","so unassuming and [[pNure]] of heart , you ca n't help but [[awrmly]] extend your arms and yell ` safe ! ' ",0.0011216998100280762,0.9993386268615723,1,0,1,28,"Successful"
"an [[entertaining]] , [[colorful]] , [[action-filled]] crime story with an [[intimate]] [[heart]] . ","an [[enertaining]] , [[coolrful]] , [[action-fillsd]] crime story with an [[intqmate]] [[heazrt]] . ",0.000989675521850586,0.9987965822219849,1,0,1,31,"Successful"
"due to some [[script]] weaknesses and the casting of the director 's brother , the film trails off into [[inconsequentiality]] . ","due to some [[scipt]] weaknesses and the casting of the director 's brother , the film trails off into [[incoXsequentiality]] . ",0.050576210021972656,0.7068506479263306,0,1,0,32,"Successful"
"works [[hard]] to establish rounded characters , but then has [[nothing]] fresh or particularly interesting to say about them . ","works [[harId]] to establish rounded characters , but then has [[qothing]] fresh or particularly interesting to say about them . ",0.0014087557792663574,0.99605393409729,0,1,0,27,"Successful"
"one of the most [[significant]] moviegoing [[pleasures]] of the year . ","one of the most [[Zsignificant]] moviegoing [[plasures]] of the year . ",0.0009936690330505371,0.9994412064552307,1,0,1,23,"Successful"
"the son 's room is a [[triumph]] of gentility that earns its [[moments]] of pathos . ","the son 's room is a [[tirumph]] of gentility that earns its [[mgoments]] of pathos . ",0.0011336803436279297,0.9985251426696777,1,0,1,24,"Successful"
"what the film lacks in general focus it [[makes]] up for in compassion , as corcuera [[manages]] to find the [[seeds]] of hope in the form of collective action . ","what the film lacks in general focus it [[makFes]] up for in compassion , as corcuera [[anages]] to find the [[seedo]] of hope in the form of collective action . ",0.020608365535736084,0.9892008900642395,1,0,1,40,"Successful"
"[[one]] of those [[energetic]] surprises , an [[original]] that [[pleases]] almost everyone who sees it . ","[[oen]] of those [[Venergetic]] surprises , an [[origKinal]] that [[plaeses]] almost everyone who sees it . ",0.0009897947311401367,0.7483928799629211,1,0,1,31,"Successful"
"this is wild surreal stuff , but [[brilliant]] and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ","this is wild surreal stuff , but [[brliliant]] and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",0.4035600423812866,0.9855085611343384,1,0,1,48,"Successful"
"or doing last year 's [[taxes]] with your ex-wife . ","or doing last year 's [[taCes]] with your ex-wife . ",0.08542817831039429,0.6823605298995972,0,1,0,14,"Successful"
"a [[rewarding]] work of [[art]] for only the most patient and challenge-hungry moviegoers . ","a [[erwarding]] work of [[arH]] for only the most patient and challenge-hungry moviegoers . ",0.0010543465614318848,0.997221052646637,1,0,1,22,"Successful"
"a [[good]] piece of work more often than not . ","a [[ood]] piece of work more often than not . ",0.0010324716567993164,0.9974473118782043,1,0,1,14,"Successful"
"a [[beguiling]] splash of pastel colors and prankish comedy from disney . ","a [[begiuling]] splash of pastel colors and prankish comedy from disney . ",0.11390143632888794,0.9909389019012451,1,0,1,16,"Successful"
"it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ","it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ",0.9080734252929688,0.9080734252929688,0,0,1,1,"Skipped"
"puts a [[human]] face on a land most westerners are unfamiliar with . ","puts a [[uhman]] face on a land most westerners are unfamiliar with . ",0.12472623586654663,0.9926795363426208,1,0,1,17,"Successful"
"montias ... [[pumps]] a lot of [[energy]] into his [[nicely]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ","montias ... [[pups]] a lot of [[enerNy]] into his [[nikely]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ",0.0038186311721801758,0.9778215885162354,1,0,1,37,"Successful"
"atom egoyan has conjured up a [[multilayered]] work that [[tackles]] any number of [[fascinating]] issues ","atom egoyan has conjured up a [[multilyered]] work that [[tmckles]] any number of [[fadcinating]] issues ",0.0010974407196044922,0.7171738147735596,1,0,1,28,"Successful"
"a [[compelling]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ","a [[compellitg]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ",0.0010268688201904297,0.9904038310050964,1,0,1,31,"Successful"
"at the very [[least]] , if you do n't know [[anything]] about derrida when you walk into the theater , you wo n't know [[much]] more when you leave . ","at the very [[leat]] , if you do n't know [[aynthing]] about derrida when you walk into the theater , you wo n't know [[uch]] more when you leave . ",0.04685652256011963,0.6738024950027466,0,1,0,40,"Successful"
"do n't be fooled by the impressive cast list - eye see you is pure [[junk]] . ","do n't be fooled by the impressive cast list - eye see you is pure [[ujunk]] . ",0.11300891637802124,0.9929733872413635,0,1,0,20,"Successful"
"/ but daphne , you 're too [[buff]] / [[fred]] [[thinks]] he 's [[tough]] / and [[velma]] - wow , you 've [[lost]] [[weight]] ! ","/ but daphne , you 're too [[Vbuff]] / [[zfred]] [[tvhinks]] he 's [[touQh]] / and [[elma]] - wow , you 've [[lots]] [[weiht]] ! ",0.001428365707397461,0.8683735132217407,0,1,0,51,"Successful"
"director andrew niccol ... [[demonstrates]] a wry understanding of the quirks of fame . ","director andrew niccol ... [[demonstOrates]] a wry understanding of the quirks of fame . ",0.11368435621261597,0.980821430683136,1,0,1,17,"Successful"
"... [[takes]] the [[beauty]] of baseball and melds it with a [[story]] that could touch anyone regardless of their familiarity with the sport ","... [[ytakes]] the [[beeuty]] of baseball and melds it with a [[stoyr]] that could touch anyone regardless of their familiarity with the sport ",0.0011662840843200684,0.9240114092826843,1,0,1,35,"Successful"
"there [[ought]] to be a directing [[license]] , so that ed [[burns]] can have his [[revoked]] . ","there [[oguht]] to be a directing [[lgcense]] , so that ed [[buvrns]] can have his [[revokXd]] . ",0.0014128684997558594,0.481590211391449,0,0,0,39,"Failed"
"there is no [[pleasure]] in watching a child suffer . ","there is no [[plesaure]] in watching a child suffer . ",0.0014440417289733887,0.2878984212875366,0,0,0,26,"Failed"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and [[knows]] the form 's [[history]] . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refrehsing]] to see a cartoon that knows what it is , and [[knPws]] the form 's [[histoCy]] . ",0.001077115535736084,0.8665016293525696,1,0,1,46,"Successful"
"there are [[simply]] too [[many]] [[ideas]] [[floating]] [[around]] -- [[part]] [[farce]] , part [[sliding]] [[doors]] , [[part]] pop video -- and yet failing to exploit them . ","there are [[zimply]] too [[man]] [[deas]] [[floaVing]] [[arZound]] -- [[patr]] [[farc]] , part [[slding]] [[dMoors]] , [[ppart]] pop video -- and yet failing to exploit them . ",0.001415848731994629,0.0014643669128417969,0,0,0,86,"Failed"
"( a ) [[shapeless]] [[blob]] of [[desperate]] [[entertainment]] . ","( a ) [[shpeless]] [[bolb]] of [[dseperate]] [[entertainmeVt]] . ",0.0014033913612365723,0.020859360694885254,0,0,0,23,"Failed"
"( grant 's ) bumbling magic takes over the film , and it turns out to be another [[winning]] star vehicle . ","( grant 's ) bumbling magic takes over the film , and it turns out to be another [[winwning]] star vehicle . ",0.12394654750823975,0.9992018342018127,1,0,1,23,"Successful"
"for the most part stevens glides through on some [[solid]] performances and [[witty]] dialogue . ","for the most part stevens glides through on some [[sloid]] performances and [[wiItty]] dialogue . ",0.0010088086128234863,0.9252301454544067,1,0,1,27,"Successful"
"as [[vulgar]] as it is [[banal]] . ","as [[vugar]] as it is [[balal]] . ",0.0014064908027648926,0.9836998581886292,0,1,0,15,"Successful"
